TestName,NoEvents,NoGoroutines,NoAtomicEvents,NoChannelEvents,NoSelectEvents,NoMutexEvents,NoWaitgroupEvents,NoCondVariablesEvents,NoOnceOperations
TestBufferedDrainSlow,8,2,0,4,0,0,0,0,0
TestBufferedDrainSlow,9,26,0,4,0,0,0,0,0
