Mode,TestName,Time
Flow,Total,1.50092
GFuzz,Total,2.11583
GFuzzHB,Total,1.55475
GFuzzHBFlow,Total,1.47435
GoPie+,Total,1.51607
GoPie,Total,1.49871
GoPieHB,Total,1.43474
