Mode,TestName,Time
Flow,Total,1.77401
GFuzz,Total,2.61308
GFuzzHB,Total,1.64233
GFuzzHBFlow,Total,1.86107
GoPie+,Total,2.33843
GoPie,Total,2.10702
GoPieHB,Total,2.56349
