Mode,TestName,Time
Flow,Total,1.42770
GFuzz,Total,2.01936
GFuzzHB,Total,1.43157
GFuzzHBFlow,Total,1.40021
GoPie+,Total,1.40768
GoPie,Total,1.42704
GoPieHB,Total,1.41421
