Mode,TestName,Time
Flow,Total,1.82364
GFuzz,Total,2.71209
GFuzzHB,Total,1.72853
GFuzzHBFlow,Total,1.77020
GoPie+,Total,1.73072
GoPie,Total,1.75686
GoPieHB,Total,1.79330
