Mode,TestName,Time
Flow,Total,1.76258
GFuzz,Total,2.69401
GFuzzHB,Total,1.75985
GFuzzHBFlow,Total,1.71912
GoPie+,Total,1.73312
GoPie,Total,1.82645
GoPieHB,Total,1.73964
