Mode,Unique_Bugs,Bug_Types,Total_Bugs,Panics,Leaks,Confirmed_Replays,Total_Runs,Total_Time_s,Rec_s,Ana_s,Rep_s,Bugs_per_1000_Runs,Bugs_per_Minute,Runs_per_Minute,Replays_Written,Replays_Successful
Flow,0,,0,0,0,0,1,0.74999,0.38633,0.00007,0.00007,0.0,0.0,80.0,0,0
GFuzz,0,,0,0,0,0,1,1.57148,1.08422,0.00000,0.00000,0.0,0.0,38.18,0,0
GFuzzHB,0,,0,0,0,0,1,0.88101,0.41243,0.00008,0.00007,0.0,0.0,68.1,0,0
GFuzzHBFlow,0,,0,0,0,0,1,0.77898,0.39886,0.00007,0.00006,0.0,0.0,77.02,0,0
GoPie,0,,0,0,0,0,1,0.88426,0.42842,0.00000,0.00000,0.0,0.0,67.85,0,0
GoPie+,0,,0,0,0,0,1,0.92483,0.43159,0.00000,0.00000,0.0,0.0,64.88,0,0
GoPieHB,0,,0,0,0,0,1,0.90367,0.45062,0.00007,0.00007,0.0,0.0,66.4,0,0
