Mode,TestName,NoEvents,NoGoroutines,NoAtomicEvents,NoChannelEvents,NoSelectEvents,NoMutexEvents,NoWaitgroupEvents,NoCondVariablesEvents,NoOnceOperations
Flow,TestContextRenderDataFromReader,2,1,1,0,0,0,0,0,0
GFuzz,TestContextRenderDataFromReader,2,1,1,0,0,0,0,0,0
GFuzzHB,TestContextRenderDataFromReader,2,1,1,0,0,0,0,0,0
GFuzzHBFlow,TestContextRenderDataFromReader,2,1,1,0,0,0,0,0,0
GoPie+,TestContextRenderDataFromReader,2,1,1,0,0,0,0,0,0
GoPie,TestContextRenderDataFromReader,2,1,1,0,0,0,0,0,0
GoPieHB,TestContextRenderDataFromReader,2,1,1,0,0,0,0,0,0
