Mode,Unique_Bugs,Bug_Types,Total_Bugs,Panics,Leaks,Confirmed_Replays,Total_Runs,Total_Time_s,Rec_s,Ana_s,Rep_s,Bugs_per_1000_Runs,Bugs_per_Minute,Runs_per_Minute,Replays_Written,Replays_Successful
Flow,0,,0,0,0,0,1,2.41009,1.13318,0.00010,0.00024,0.0,0.0,24.9,0,0
GFuzz,0,,0,0,0,0,1,3.83912,2.59112,0.00000,0.00000,0.0,0.0,15.63,0,0
GFuzzHB,0,,0,0,0,0,1,2.52367,1.27568,0.00015,0.00021,0.0,0.0,23.77,0,0
GFuzzHBFlow,0,,0,0,0,0,1,2.34586,1.15130,0.00009,0.00013,0.0,0.0,25.58,0,0
GoPie,0,,0,0,0,0,1,2.44491,1.15996,0.00000,0.00000,0.0,0.0,24.54,0,0
GoPie+,0,,0,0,0,0,1,2.46828,1.14530,0.00000,0.00000,0.0,0.0,24.31,0,0
GoPieHB,0,,0,0,0,0,1,2.37613,1.16874,0.00008,0.00011,0.0,0.0,25.25,0,0
