Mode,Unique_Bugs,Bug_Types,Total_Bugs,Panics,Leaks,Confirmed_Replays,Total_Runs,Total_Time_s,Rec_s,Ana_s,Rep_s,Bugs_per_1000_Runs,Bugs_per_Minute,Runs_per_Minute,Replays_Written,Replays_Successful
Flow,1,R01,0,0,0,0,1,2.01589,0.64224,0.00011,0.00010,0.0,0.0,29.76,0,0
GFuzz,1,R01,0,0,0,0,1,3.05220,1.50968,0.00001,0.00000,0.0,0.0,19.66,0,0
GFuzzHB,1,R01,0,0,0,0,1,2.01590,0.71107,0.00010,0.00010,0.0,0.0,29.76,0,0
GFuzzHBFlow,1,R01,0,0,0,0,1,2.27926,0.74519,0.00007,0.00007,0.0,0.0,26.32,0,0
GoPie,1,R01,0,0,0,0,1,2.10507,0.74375,0.00001,0.00000,0.0,0.0,28.5,0,0
GoPie+,1,R01,0,0,0,0,1,2.24517,0.75870,0.00001,0.00000,0.0,0.0,26.72,0,0
GoPieHB,1,R01,0,0,0,0,1,2.64726,0.85129,0.00010,0.00010,0.0,0.0,22.66,0,0
