Mode,TestName,NoEvents,NoGoroutines,NoAtomicEvents,NoChannelEvents,NoSelectEvents,NoMutexEvents,NoWaitgroupEvents,NoCondVariablesEvents,NoOnceOperations
Flow,TestExactValidArgs,1,1,0,0,0,0,0,0,0
GFuzz,TestExactValidArgs,1,1,0,0,0,0,0,0,0
GFuzzHB,TestExactValidArgs,1,1,0,0,0,0,0,0,0
GFuzzHBFlow,TestExactValidArgs,1,1,0,0,0,0,0,0,0
GoPie+,TestExactValidArgs,1,1,0,0,0,0,0,0,0
GoPie,TestExactValidArgs,1,1,0,0,0,0,0,0,0
GoPieHB,TestExactValidArgs,1,1,0,0,0,0,0,0,0
