Mode,TestName,NoEvents,NoGoroutines,NoAtomicEvents,NoChannelEvents,NoSelectEvents,NoMutexEvents,NoWaitgroupEvents,NoCondVariablesEvents,NoOnceOperations
Flow,TestReplacerDelete,5,1,0,0,0,4,0,0,0
GFuzz,TestReplacerDelete,5,1,0,0,0,4,0,0,0
GFuzzHB,TestReplacerDelete,5,1,0,0,0,4,0,0,0
GFuzzHBFlow,TestReplacerDelete,5,1,0,0,0,4,0,0,0
GoPie+,TestReplacerDelete,5,1,0,0,0,4,0,0,0
GoPie,TestReplacerDelete,5,1,0,0,0,4,0,0,0
GoPieHB,TestReplacerDelete,5,1,0,0,0,4,0,0,0
