Mode,TestName,NoEvents,NoGoroutines,NoAtomicEvents,NoChannelEvents,NoSelectEvents,NoMutexEvents,NoWaitgroupEvents,NoCondVariablesEvents,NoOnceOperations
Flow,TestWrongGroupForCompletion,1,1,0,0,0,0,0,0,0
GFuzz,TestWrongGroupForCompletion,1,1,0,0,0,0,0,0,0
GFuzzHB,TestWrongGroupForCompletion,1,1,0,0,0,0,0,0,0
GFuzzHBFlow,TestWrongGroupForCompletion,1,1,0,0,0,0,0,0,0
GoPie+,TestWrongGroupForCompletion,1,1,0,0,0,0,0,0,0
GoPie,TestWrongGroupForCompletion,1,1,0,0,0,0,0,0,0
GoPieHB,TestWrongGroupForCompletion,1,1,0,0,0,0,0,0,0
