Mode,TestName,NoEvents,NoGoroutines,NoAtomicEvents,NoChannelEvents,NoSelectEvents,NoMutexEvents,NoWaitgroupEvents,NoCondVariablesEvents,NoOnceOperations
Flow,TestL05_LeakOnNilChan,1,1,0,0,0,0,0,0,0
GFuzz,TestL05_LeakOnNilChan,1,1,0,0,0,0,0,0,0
GFuzzHB,TestL05_LeakOnNilChan,1,1,0,0,0,0,0,0,0
GFuzzHBFlow,TestL05_LeakOnNilChan,1,1,0,0,0,0,0,0,0
GoPie+,TestL05_LeakOnNilChan,1,1,0,0,0,0,0,0,0
GoPie,TestL05_LeakOnNilChan,1,1,0,0,0,0,0,0,0
GoPieHB,TestL05_LeakOnNilChan,1,1,0,0,0,0,0,0,0
