Mode,TestName,Time
Flow,Total,1.44705
GFuzz,Total,2.11923
GFuzzHB,Total,1.55735
GFuzzHBFlow,Total,1.44518
GoPie+,Total,1.49679
GoPie,Total,1.45700
GoPieHB,Total,1.48428
