Mode,TestName,Time
Flow,Total,1.50420
GFuzz,Total,2.24343
GFuzzHB,Total,1.44965
GFuzzHBFlow,Total,1.38100
GoPie+,Total,1.25983
GoPie,Total,1.32705
GoPieHB,Total,1.33829
