Mode,TestName,Time
Flow,Total,1.83725
GFuzz,Total,2.70100
GFuzzHB,Total,1.70104
GFuzzHBFlow,Total,1.83991
GoPie+,Total,1.74888
GoPie,Total,1.72970
GoPieHB,Total,1.78113
