Mode,TestName,Time
Flow,Total,1.45237
GFuzz,Total,2.05726
GFuzzHB,Total,1.49335
GFuzzHBFlow,Total,1.44325
GoPie+,Total,1.42577
GoPie,Total,1.50632
GoPieHB,Total,1.42712
