TestName,NoEvents,NoGoroutines,NoAtomicEvents,NoChannelEvents,NoSelectEvents,NoMutexEvents,NoWaitgroupEvents,NoCondVariablesEvents,NoOnceOperations
TestContextCopyShouldNotCancel,27,16,2,2,0,2,3,0,0
TestContextCopyShouldNotCancel,0,11,0,0,0,0,0,0,0
