Mode,Unique_Bugs,Bug_Types,Total_Bugs,Panics,Leaks,Confirmed_Replays,Total_Runs,Total_Time_s,Rec_s,Ana_s,Rep_s,Bugs_per_1000_Runs,Bugs_per_Minute,Runs_per_Minute,Replays_Written,Replays_Successful
Flow,0,,0,0,0,0,1,2.21167,0.73810,0.00005,0.00010,0.0,0.0,27.13,0,0
GFuzz,0,,0,0,0,0,1,2.74186,1.44026,0.00000,0.00000,0.0,0.0,21.88,0,0
GFuzzHB,0,,0,0,0,0,1,2.16807,0.74014,0.00003,0.00009,0.0,0.0,27.67,0,0
GFuzzHBFlow,0,,0,0,0,0,1,2.04114,0.67879,0.00005,0.00010,0.0,0.0,29.4,0,0
GoPie,0,,0,0,0,0,1,1.92882,0.66329,0.00000,0.00000,0.0,0.0,31.11,0,0
GoPie+,0,,0,0,0,0,1,1.91249,0.68456,0.00000,0.00000,0.0,0.0,31.37,0,0
GoPieHB,0,,0,0,0,0,1,1.83167,0.64357,0.00004,0.00010,0.0,0.0,32.76,0,0
