Mode,TestName,Time
Flow,Total,1.91911
GFuzz,Total,2.67737
GFuzzHB,Total,1.95388
GFuzzHBFlow,Total,1.99411
GoPie+,Total,1.98265
GoPie,Total,1.86107
GoPieHB,Total,1.85696
