Test,Flow,GFuzz,GFuzzHB,GFuzzHBFlow,GoPie,GoPie+,GoPieHB
TestChannelDeadlock,120.47969,120.52855,120.5097,120.50811,120.5767,120.50491,120.47082
TestCondDeadlock,120.52988,120.53397,120.53376,120.55131,120.5306,120.42377,120.55957
TestCycleThreeLocks,182.90307,120.55267,183.24242,182.97456,120.52734,120.49317,182.91211
TestCycleTwoLocks,182.81917,120.54283,182.42047,182.23406,120.49045,120.48974,182.21735
TestMixedDeadlock,0.37747,0.40753,0.39663,0.39482,600.93924,601.42002,70.79794
TestWaitGroupDeadlock,120.44957,120.54476,120.49866,120.51199,120.52275,120.49827,120.49457
