Mode,Unique_Bugs,Bug_Types,Total_Bugs,Panics,Leaks,Confirmed_Replays,Total_Runs,Total_Time_s,Rec_s,Ana_s,Rep_s,Bugs_per_1000_Runs,Bugs_per_Minute,Runs_per_Minute,Replays_Written,Replays_Successful
Flow,1,L00,0,0,1,0,1,1.59019,0.66345,0.00012,0.00012,0.0,0.0,37.73,0,0
GFuzz,1,L00,0,0,1,0,1,2.19249,1.28315,0.00001,0.00000,0.0,0.0,27.37,0,0
GFuzzHB,1,L00,0,0,1,0,1,1.58077,0.66936,0.00014,0.00012,0.0,0.0,37.96,0,0
GFuzzHBFlow,1,L00,0,0,1,0,1,1.58813,0.65924,0.00011,0.00009,0.0,0.0,37.78,0,0
GoPie,1,L00,0,0,1,0,1,1.55449,0.66066,0.00001,0.00000,0.0,0.0,38.6,0,0
GoPie+,1,L00,0,0,1,0,1,23.10516,0.67518,0.00001,0.00000,0.0,0.0,2.6,0,0
GoPieHB,1,L00,0,0,1,0,1,7.95592,0.66594,0.00012,0.00009,0.0,0.0,7.54,0,0
