Mode,TestName,Time
Flow,Total,1.34606
GFuzz,Total,2.00117
GFuzzHB,Total,1.37171
GFuzzHBFlow,Total,1.36454
GoPie+,Total,1.35093
GoPie,Total,1.39716
GoPieHB,Total,1.32066
