Mode,TestName,Time
Flow,Total,1.70170
GFuzz,Total,2.91406
GFuzzHB,Total,2.03549
GFuzzHBFlow,Total,1.64662
GoPie+,Total,1.95526
GoPie,Total,1.98561
GoPieHB,Total,1.55182
