Mode,TestName,Time
Flow,Total,1.08627
GFuzz,Total,1.57374
GFuzzHB,Total,1.05780
GFuzzHBFlow,Total,1.10075
GoPie+,Total,1.08272
GoPie,Total,1.05265
GoPieHB,Total,1.07909
