Mode,TestName,Time
Flow,Total,1.16091
GFuzz,Total,2.20787
GFuzzHB,Total,1.23187
GFuzzHBFlow,Total,1.21793
GoPie+,Total,1.21316
GoPie,Total,1.19614
GoPieHB,Total,1.14625
