Mode,TestName,Time
Flow,Total,1.35718
GFuzz,Total,2.05060
GFuzzHB,Total,1.35265
GFuzzHBFlow,Total,1.34089
GoPie+,Total,1.50248
GoPie,Total,1.46887
GoPieHB,Total,1.49726
