Mode,Unique_Bugs,Bug_Types,Total_Bugs,Panics,Leaks,Confirmed_Replays,Total_Runs,Total_Time_s,Rec_s,Ana_s,Rep_s,Bugs_per_1000_Runs,Bugs_per_Minute,Runs_per_Minute,Replays_Written,Replays_Successful
Flow,0,,0,0,0,0,1,2.16467,0.80439,0.00004,0.00010,0.0,0.0,27.72,0,0
GFuzz,0,,0,0,0,0,1,3.15162,1.54753,0.00000,0.00000,0.0,0.0,19.04,0,0
GFuzzHB,0,,0,0,0,0,1,1.95982,0.67127,0.00004,0.00010,0.0,0.0,30.62,0,0
GFuzzHBFlow,0,,0,0,0,0,1,2.06686,0.71635,0.00004,0.00010,0.0,0.0,29.03,0,0
GoPie,0,,0,0,0,0,1,2.07397,0.67437,0.00000,0.00000,0.0,0.0,28.93,0,0
GoPie+,0,,0,0,0,0,1,2.22594,0.73829,0.00000,0.00000,0.0,0.0,26.95,0,0
GoPieHB,0,,0,0,0,0,1,2.05396,0.68677,0.00004,0.00009,0.0,0.0,29.21,0,0
