Mode,TestName,Time
Flow,Total,1.84353
GFuzz,Total,2.58404
GFuzzHB,Total,1.88468
GFuzzHBFlow,Total,1.88151
GoPie+,Total,1.85427
GoPie,Total,1.83049
GoPieHB,Total,1.83077
