Mode,TestName,Time
Flow,Total,1.40396
GFuzz,Total,2.03601
GFuzzHB,Total,1.41695
GFuzzHBFlow,Total,1.42203
GoPie+,Total,1.42229
GoPie,Total,1.42454
GoPieHB,Total,1.42985
