Mode,Unique_Bugs,Bug_Types,Total_Bugs,Panics,Leaks,Confirmed_Replays,Total_Runs,Total_Time_s,Rec_s,Ana_s,Rep_s,Bugs_per_1000_Runs,Bugs_per_Minute,Runs_per_Minute,Replays_Written,Replays_Successful
Flow,0,,0,0,0,0,1,1.87279,0.66782,0.00004,0.00008,0.0,0.0,32.04,0,0
GFuzz,0,,0,0,0,0,1,2.61402,1.35964,0.00000,0.00000,0.0,0.0,22.95,0,0
GFuzzHB,0,,0,0,0,0,1,1.95653,0.70442,0.00005,0.00010,0.0,0.0,30.67,0,0
GFuzzHBFlow,0,,0,0,0,0,1,1.88426,0.67416,0.00031,0.00026,0.0,0.0,31.84,0,0
GoPie,0,,0,0,0,0,1,1.90683,0.69669,0.00000,0.00000,0.0,0.0,31.47,0,0
GoPie+,0,,0,0,0,0,1,1.95431,0.69155,0.00000,0.00000,0.0,0.0,30.7,0,0
GoPieHB,0,,0,0,0,0,1,1.86007,0.64441,0.00004,0.00008,0.0,0.0,32.26,0,0
