Mode,TestName,Time
Flow,Total,1.41244
GFuzz,Total,2.72309
GFuzzHB,Total,1.72265
GFuzzHBFlow,Total,1.35390
GoPie+,Total,1.33650
GoPie,Total,1.33767
GoPieHB,Total,1.33221
