Mode,TestName,NoEvents,NoGoroutines,NoAtomicEvents,NoChannelEvents,NoSelectEvents,NoMutexEvents,NoWaitgroupEvents,NoCondVariablesEvents,NoOnceOperations
Flow,TestPersistentFlagsOnSameCommand,1,1,0,0,0,0,0,0,0
GFuzz,TestPersistentFlagsOnSameCommand,1,1,0,0,0,0,0,0,0
GFuzzHB,TestPersistentFlagsOnSameCommand,1,1,0,0,0,0,0,0,0
GFuzzHBFlow,TestPersistentFlagsOnSameCommand,1,1,0,0,0,0,0,0,0
GoPie+,TestPersistentFlagsOnSameCommand,1,1,0,0,0,0,0,0,0
GoPie,TestPersistentFlagsOnSameCommand,1,1,0,0,0,0,0,0,0
GoPieHB,TestPersistentFlagsOnSameCommand,1,1,0,0,0,0,0,0,0
