Mode,TestName,Time
Flow,Total,1.06174
GFuzz,Total,1.95861
GFuzzHB,Total,1.08596
GFuzzHBFlow,Total,1.04065
GoPie+,Total,1.36450
GoPie,Total,1.20836
GoPieHB,Total,1.39895
