Mode,Unique_Bugs,Bug_Types,Total_Bugs,Panics,Leaks,Confirmed_Replays,Total_Runs,Total_Time_s,Rec_s,Ana_s,Rep_s,Bugs_per_1000_Runs,Bugs_per_Minute,Runs_per_Minute,Replays_Written,Replays_Successful
Flow,0,,0,0,0,0,1,1.92439,0.80793,0.00005,0.00011,0.0,0.0,31.18,0,0
GFuzz,0,,0,0,0,0,1,2.82863,1.77511,0.00000,0.00000,0.0,0.0,21.21,0,0
GFuzzHB,0,,0,0,0,0,1,1.89855,0.81355,0.00005,0.00011,0.0,0.0,31.6,0,0
GFuzzHBFlow,0,,0,0,0,0,1,1.90968,0.83933,0.00005,0.00009,0.0,0.0,31.42,0,0
GoPie,0,,0,0,0,0,1,1.88161,0.84300,0.00000,0.00000,0.0,0.0,31.89,0,0
GoPie+,0,,0,0,0,0,1,1.94897,0.84221,0.00000,0.00000,0.0,0.0,30.79,0,0
GoPieHB,0,,0,0,0,0,1,1.95748,0.84561,0.00004,0.00008,0.0,0.0,30.65,0,0
