TestName,NoEvents,NoGoroutines,NoAtomicEvents,NoChannelEvents,NoSelectEvents,NoMutexEvents,NoWaitgroupEvents,NoCondVariablesEvents,NoOnceOperations
TestA02_Mixed,6,2,0,2,0,0,0,0,0
TestA02_Mixed,7,4,0,2,0,0,0,0,0
TestA02_Mixed,7,4,0,2,0,0,0,0,0
TestA02_Mixed,7,4,0,2,0,0,0,0,0
TestA02_Mixed,7,4,0,2,0,0,0,0,0
