Mode,TestName,Time
Flow,Total,1.43478
GFuzz,Total,2.17006
GFuzzHB,Total,1.44815
GFuzzHBFlow,Total,1.47546
GoPie+,Total,1.56846
GoPie,Total,1.49555
GoPieHB,Total,1.52106
