Mode,Unique_Bugs,Bug_Types,Total_Bugs,Panics,Leaks,Confirmed_Replays,Total_Runs,Total_Time_s,Rec_s,Ana_s,Rep_s,Bugs_per_1000_Runs,Bugs_per_Minute,Runs_per_Minute,Replays_Written,Replays_Successful
Flow,0,,0,0,0,0,1,1.92560,0.76474,0.00004,0.00008,0.0,0.0,31.16,0,0
GFuzz,0,,0,0,0,0,1,2.68881,1.53890,0.00000,0.00000,0.0,0.0,22.31,0,0
GFuzzHB,0,,0,0,0,0,1,1.92975,0.75704,0.00013,0.00012,0.0,0.0,31.09,0,0
GFuzzHBFlow,0,,0,0,0,0,1,1.88491,0.73829,0.00005,0.00009,0.0,0.0,31.83,0,0
GoPie,0,,0,0,0,0,1,1.84632,0.72613,0.00000,0.00000,0.0,0.0,32.5,0,0
GoPie+,0,,0,0,0,0,1,2.06415,0.86594,0.00000,0.00000,0.0,0.0,29.07,0,0
GoPieHB,0,,0,0,0,0,1,2.13192,0.77713,0.00005,0.00010,0.0,0.0,28.14,0,0
