Mode,Unique_Bugs,Bug_Types,Total_Bugs,Panics,Leaks,Confirmed_Replays,Total_Runs,Total_Time_s,Rec_s,Ana_s,Rep_s,Bugs_per_1000_Runs,Bugs_per_Minute,Runs_per_Minute,Replays_Written,Replays_Successful
Flow,0,,0,0,0,0,1,1.78452,0.83380,0.00007,0.00009,0.0,0.0,33.62,0,0
GFuzz,0,,0,0,0,0,1,2.60387,1.74119,0.00000,0.00000,0.0,0.0,23.04,0,0
GFuzzHB,0,,0,0,0,0,1,1.79688,0.87554,0.00010,0.00013,0.0,0.0,33.39,0,0
GFuzzHBFlow,0,,0,0,0,0,1,1.72636,0.85273,0.00008,0.00010,0.0,0.0,34.76,0,0
GoPie,0,,0,0,0,0,1,1.71318,0.83583,0.00000,0.00000,0.0,0.0,35.02,0,0
GoPie+,0,,0,0,0,0,1,1.73220,0.80372,0.00000,0.00000,0.0,0.0,34.64,0,0
GoPieHB,0,,0,0,0,0,1,1.75172,0.85702,0.00007,0.00010,0.0,0.0,34.25,0,0
