Mode,TestName,Time
Flow,Total,1.06441
GFuzz,Total,1.52907
GFuzzHB,Total,1.07931
GFuzzHBFlow,Total,1.07447
GoPie+,Total,1.06466
GoPie,Total,1.07534
GoPieHB,Total,1.06362
