TestName,NoEvents,NoGoroutines,NoAtomicEvents,NoChannelEvents,NoSelectEvents,NoMutexEvents,NoWaitgroupEvents,NoCondVariablesEvents,NoOnceOperations
TestDebugPrintRouteFunc,12,2,3,2,0,0,3,0,0
TestDebugPrintRouteFunc,13,4,3,2,0,0,3,0,0
TestDebugPrintRouteFunc,13,4,3,2,0,0,3,0,0
TestDebugPrintRouteFunc,13,4,3,2,0,0,3,0,0
