Mode,TestName,NoEvents,NoGoroutines,NoAtomicEvents,NoChannelEvents,NoSelectEvents,NoMutexEvents,NoWaitgroupEvents,NoCondVariablesEvents,NoOnceOperations
Flow,TestInitDefaultCompletionCmd,8,8,0,0,0,0,0,0,0
GFuzz,TestInitDefaultCompletionCmd,8,8,0,0,0,0,0,0,0
GFuzzHB,TestInitDefaultCompletionCmd,8,8,0,0,0,0,0,0,0
GFuzzHBFlow,TestInitDefaultCompletionCmd,8,8,0,0,0,0,0,0,0
GoPie+,TestInitDefaultCompletionCmd,8,8,0,0,0,0,0,0,0
GoPie,TestInitDefaultCompletionCmd,8,8,0,0,0,0,0,0,0
GoPieHB,TestInitDefaultCompletionCmd,8,8,0,0,0,0,0,0,0
