Mode,TestName,Time
Flow,Total,1.42562
GFuzz,Total,2.59420
GFuzzHB,Total,1.50939
GFuzzHBFlow,Total,1.52086
GoPie+,Total,1.37144
GoPie,Total,1.41668
GoPieHB,Total,1.43547
