Mode,TestName,Time
Flow,Total,1.38064
GFuzz,Total,1.99123
GFuzzHB,Total,1.34730
GFuzzHBFlow,Total,1.37028
GoPie+,Total,1.34438
GoPie,Total,1.43850
GoPieHB,Total,1.35602
