TestName,NoEvents,NoGoroutines,NoAtomicEvents,NoChannelEvents,NoSelectEvents,NoMutexEvents,NoWaitgroupEvents,NoCondVariablesEvents,NoOnceOperations
TestPusher,18,33,10,0,0,0,0,0,0
TestPusher,0,0,0,0,0,0,0,0,0
