Mode,TestName,Time
Flow,Total,1.07649
GFuzz,Total,1.56589
GFuzzHB,Total,1.07508
GFuzzHBFlow,Total,1.09533
GoPie+,Total,1.11660
GoPie,Total,1.09421
GoPieHB,Total,1.08488
