Mode,Unique_Bugs,Bug_Types,Total_Bugs,Panics,Leaks,Confirmed_Replays,Total_Runs,Total_Time_s,Rec_s,Ana_s,Rep_s,Bugs_per_1000_Runs,Bugs_per_Minute,Runs_per_Minute,Replays_Written,Replays_Successful
Flow,0,,0,0,0,0,1,1.49034,0.46647,0.00010,0.00007,0.0,0.0,40.26,0,0
GFuzz,0,,0,0,0,0,1,2.02498,1.12882,0.00000,0.00000,0.0,0.0,29.63,0,0
GFuzzHB,0,,0,0,0,0,1,1.44325,0.49723,0.00015,0.00017,0.0,0.0,41.57,0,0
GFuzzHBFlow,0,,0,0,0,0,1,1.39737,0.47212,0.00015,0.00011,0.0,0.0,42.94,0,0
GoPie,0,,0,0,0,0,1,1.47025,0.49167,0.00000,0.00000,0.0,0.0,40.81,0,0
GoPie+,0,,0,0,0,0,1,1.37347,0.46590,0.00000,0.00000,0.0,0.0,43.68,0,0
GoPieHB,0,,0,0,0,0,1,1.36333,0.42996,0.00011,0.00009,0.0,0.0,44.01,0,0
