Mode,TestName,Time
Flow,Total,2.00832
GFuzz,Total,3.25303
GFuzzHB,Total,2.34477
GFuzzHBFlow,Total,2.00844
GoPie+,Total,1.91691
GoPie,Total,1.98274
GoPieHB,Total,2.09889
