Mode,TestName,Time
Flow,Total,1.96451
GFuzz,Total,2.66776
GFuzzHB,Total,1.95469
GFuzzHBFlow,Total,1.97857
GoPie+,Total,1.94103
GoPie,Total,1.98511
GoPieHB,Total,1.97565
