Mode,Unique_Bugs,Bug_Types,Total_Bugs,Panics,Leaks,Confirmed_Replays,Total_Runs,Total_Time_s,Rec_s,Ana_s,Rep_s,Bugs_per_1000_Runs,Bugs_per_Minute,Runs_per_Minute,Replays_Written,Replays_Successful
Flow,0,,0,0,0,0,1,1.88409,0.70490,0.00005,0.00010,0.0,0.0,31.85,0,0
GFuzz,0,,0,0,0,0,1,2.53166,1.35724,0.00000,0.00000,0.0,0.0,23.7,0,0
GFuzzHB,0,,0,0,0,0,1,1.87621,0.67663,0.00006,0.00009,0.0,0.0,31.98,0,0
GFuzzHBFlow,0,,0,0,0,0,1,1.82207,0.67063,0.00007,0.00011,0.0,0.0,32.93,0,0
GoPie,0,,0,0,0,0,1,1.76582,0.64272,0.00000,0.00000,0.0,0.0,33.98,0,0
GoPie+,0,,0,0,0,0,1,1.96548,0.79518,0.00000,0.00000,0.0,0.0,30.53,0,0
GoPieHB,0,,0,0,0,0,1,1.81342,0.66621,0.00006,0.00010,0.0,0.0,33.09,0,0
