Mode,TestName,Time
Flow,Total,1.92892
GFuzz,Total,2.58031
GFuzzHB,Total,1.85220
GFuzzHBFlow,Total,1.90698
GoPie+,Total,1.87559
GoPie,Total,1.83428
GoPieHB,Total,1.83679
