Mode,TestName,NoEvents,NoGoroutines,NoAtomicEvents,NoChannelEvents,NoSelectEvents,NoMutexEvents,NoWaitgroupEvents,NoCondVariablesEvents,NoOnceOperations
Flow,TestEnableJsonDecoderUseNumber,1,1,0,0,0,0,0,0,0
GFuzz,TestEnableJsonDecoderUseNumber,1,1,0,0,0,0,0,0,0
GFuzzHB,TestEnableJsonDecoderUseNumber,1,1,0,0,0,0,0,0,0
GFuzzHBFlow,TestEnableJsonDecoderUseNumber,1,1,0,0,0,0,0,0,0
GoPie+,TestEnableJsonDecoderUseNumber,1,1,0,0,0,0,0,0,0
GoPie,TestEnableJsonDecoderUseNumber,1,1,0,0,0,0,0,0,0
GoPieHB,TestEnableJsonDecoderUseNumber,1,1,0,0,0,0,0,0,0
