Mode,TestName,Time
Flow,Total,1.76066
GFuzz,Total,2.49143
GFuzzHB,Total,1.74413
GFuzzHBFlow,Total,1.74510
GoPie+,Total,1.75436
GoPie,Total,1.76050
GoPieHB,Total,1.75653
