Mode,TestName,NoEvents,NoGoroutines,NoAtomicEvents,NoChannelEvents,NoSelectEvents,NoMutexEvents,NoWaitgroupEvents,NoCondVariablesEvents,NoOnceOperations
Flow,TestNormPassedOnLocal,1,1,0,0,0,0,0,0,0
GFuzz,TestNormPassedOnLocal,1,1,0,0,0,0,0,0,0
GFuzzHB,TestNormPassedOnLocal,1,1,0,0,0,0,0,0,0
GFuzzHBFlow,TestNormPassedOnLocal,1,1,0,0,0,0,0,0,0
GoPie+,TestNormPassedOnLocal,1,1,0,0,0,0,0,0,0
GoPie,TestNormPassedOnLocal,1,1,0,0,0,0,0,0,0
GoPieHB,TestNormPassedOnLocal,1,1,0,0,0,0,0,0,0
