Mode,Unique_Bugs,Bug_Types,Total_Bugs,Panics,Leaks,Confirmed_Replays,Total_Runs,Total_Time_s,Rec_s,Ana_s,Rep_s,Bugs_per_1000_Runs,Bugs_per_Minute,Runs_per_Minute,Replays_Written,Replays_Successful
Flow,0,,0,0,0,0,1,1.50092,0.65823,0.00005,0.00009,0.0,0.0,39.98,0,0
GFuzz,0,,0,0,0,0,1,2.11583,1.27428,0.00000,0.00000,0.0,0.0,28.36,0,0
GFuzzHB,0,,0,0,0,0,1,1.55475,0.63202,0.00003,0.00007,0.0,0.0,38.59,0,0
GFuzzHBFlow,0,,0,0,0,0,1,1.47435,0.63369,0.00004,0.00009,0.0,0.0,40.7,0,0
GoPie,0,,0,0,0,0,1,1.49871,0.63413,0.00000,0.00000,0.0,0.0,40.03,0,0
GoPie+,0,,0,0,0,0,1,1.51607,0.64496,0.00000,0.00000,0.0,0.0,39.58,0,0
GoPieHB,0,,0,0,0,0,1,1.43474,0.60992,0.00004,0.00009,0.0,0.0,41.82,0,0
