Mode,Unique_Bugs,Bug_Types,Total_Bugs,Panics,Leaks,Confirmed_Replays,Total_Runs,Total_Time_s,Rec_s,Ana_s,Rep_s,Bugs_per_1000_Runs,Bugs_per_Minute,Runs_per_Minute,Replays_Written,Replays_Successful
Flow,0,,0,0,0,0,1,1.03938,0.36759,0.00006,0.00010,0.0,0.0,57.73,0,0
GFuzz,0,,0,0,0,0,1,1.56474,0.90086,0.00000,0.00000,0.0,0.0,38.35,0,0
GFuzzHB,0,,0,0,0,0,1,1.02293,0.36745,0.00003,0.00004,0.0,0.0,58.66,0,0
GFuzzHBFlow,0,,0,0,0,0,1,1.07889,0.38623,0.00004,0.00007,0.0,0.0,55.61,0,0
GoPie,0,,0,0,0,0,1,1.08900,0.38504,0.00000,0.00000,0.0,0.0,55.1,0,0
GoPie+,0,,0,0,0,0,1,1.13966,0.44614,0.00000,0.00000,0.0,0.0,52.65,0,0
GoPieHB,0,,0,0,0,0,1,1.05689,0.36983,0.00005,0.00008,0.0,0.0,56.77,0,0
