Mode,TestName,NoEvents,NoGoroutines,NoAtomicEvents,NoChannelEvents,NoSelectEvents,NoMutexEvents,NoWaitgroupEvents,NoCondVariablesEvents,NoOnceOperations
Flow,TestLoadHTMLFSFuncMap,22,9,6,2,0,0,3,0,0
GFuzz,TestLoadHTMLFSFuncMap,22,9,6,2,0,0,3,0,0
GFuzzHB,TestLoadHTMLFSFuncMap,22,9,6,2,0,0,3,0,0
GFuzzHBFlow,TestLoadHTMLFSFuncMap,22,9,6,2,0,0,3,0,0
GoPie+,TestLoadHTMLFSFuncMap,22,9,6,2,0,0,3,0,0
GoPie,TestLoadHTMLFSFuncMap,22,9,6,2,0,0,3,0,0
GoPie,TestLoadHTMLFSFuncMap,2,18,1,0,0,0,0,0,0
GoPieHB,TestLoadHTMLFSFuncMap,22,9,6,2,0,0,3,0,0
