Mode,Unique_Bugs,Bug_Types,Total_Bugs,Panics,Leaks,Confirmed_Replays,Total_Runs,Total_Time_s,Rec_s,Ana_s,Rep_s,Bugs_per_1000_Runs,Bugs_per_Minute,Runs_per_Minute,Replays_Written,Replays_Successful
Flow,0,,0,0,0,0,1,2.03376,0.75825,0.00004,0.00009,0.0,0.0,29.5,0,0
GFuzz,0,,0,0,0,0,1,3.01016,1.61435,0.00000,0.00000,0.0,0.0,19.93,0,0
GFuzzHB,0,,0,0,0,0,1,2.02751,0.72864,0.00007,0.00012,0.0,0.0,29.59,0,0
GFuzzHBFlow,0,,0,0,0,0,1,2.01727,0.75120,0.00005,0.00012,0.0,0.0,29.74,0,0
GoPie,0,,0,0,0,0,1,2.04178,0.75037,0.00000,0.00000,0.0,0.0,29.39,0,0
GoPie+,0,,0,0,0,0,1,2.05141,0.81578,0.00000,0.00000,0.0,0.0,29.25,0,0
GoPieHB,0,,0,0,0,0,1,1.96117,0.71725,0.00005,0.00010,0.0,0.0,30.59,0,0
