Mode,TestName,Time
Flow,Total,1.81919
GFuzz,Total,2.67364
GFuzzHB,Total,1.82002
GFuzzHBFlow,Total,1.75282
GoPie+,Total,1.84869
GoPie,Total,1.79498
GoPieHB,Total,1.74704
