Mode,TestName,Time
Flow,Total,1.17077
GFuzz,Total,1.79165
GFuzzHB,Total,1.03064
GFuzzHBFlow,Total,1.21548
GoPie+,Total,1.32207
GoPie,Total,1.30527
GoPieHB,Total,1.16609
