Mode,Unique_Bugs,Bug_Types,Total_Bugs,Panics,Leaks,Confirmed_Replays,Total_Runs,Total_Time_s,Rec_s,Ana_s,Rep_s,Bugs_per_1000_Runs,Bugs_per_Minute,Runs_per_Minute,Replays_Written,Replays_Successful
Flow,0,,0,0,0,0,1,1.75307,0.66443,0.00005,0.00014,0.0,0.0,34.23,0,0
GFuzz,0,,0,0,0,0,1,2.52010,1.38189,0.00000,0.00000,0.0,0.0,23.81,0,0
GFuzzHB,0,,0,0,0,0,1,1.93696,0.79303,0.00005,0.00009,0.0,0.0,30.98,0,0
GFuzzHBFlow,0,,0,0,0,0,1,1.77841,0.68371,0.00004,0.00011,0.0,0.0,33.74,0,0
GoPie,0,,0,0,0,0,1,1.80439,0.68124,0.00000,0.00000,0.0,0.0,33.25,0,0
GoPie+,0,,0,0,0,0,1,1.76563,0.68983,0.00000,0.00000,0.0,0.0,33.98,0,0
GoPieHB,0,,0,0,0,0,1,1.84821,0.71306,0.00005,0.00011,0.0,0.0,32.46,0,0
