Mode,TestName,NoEvents,NoGoroutines,NoAtomicEvents,NoChannelEvents,NoSelectEvents,NoMutexEvents,NoWaitgroupEvents,NoCondVariablesEvents,NoOnceOperations
Flow,TestUnbufferedLeakNoRecv,4,2,0,1,0,0,0,0,0
GFuzz,TestUnbufferedLeakNoRecv,4,2,0,1,0,0,0,0,0
GFuzzHB,TestUnbufferedLeakNoRecv,4,2,0,1,0,0,0,0,0
GFuzzHBFlow,TestUnbufferedLeakNoRecv,4,2,0,1,0,0,0,0,0
GoPie+,TestUnbufferedLeakNoRecv,4,2,0,1,0,0,0,0,0
GoPie,TestUnbufferedLeakNoRecv,4,2,0,1,0,0,0,0,0
GoPieHB,TestUnbufferedLeakNoRecv,4,2,0,1,0,0,0,0,0
