Mode,Unique_Bugs,Bug_Types,Total_Bugs,Panics,Leaks,Confirmed_Replays,Total_Runs,Total_Time_s,Rec_s,Ana_s,Rep_s,Bugs_per_1000_Runs,Bugs_per_Minute,Runs_per_Minute,Replays_Written,Replays_Successful
Flow,0,,0,0,0,0,1,1.41525,0.71488,0.00009,0.00018,0.0,0.0,42.4,0,0
GFuzz,0,,0,0,0,0,1,2.54505,1.89162,0.00000,0.00000,0.0,0.0,23.58,0,0
GFuzzHB,0,,0,0,0,0,1,1.37019,0.69996,0.00008,0.00015,0.0,0.0,43.79,0,0
GFuzzHBFlow,0,,0,0,0,0,1,1.24950,0.68008,0.00006,0.00012,0.0,0.0,48.02,0,0
GoPie,0,,0,0,0,0,1,1.38755,0.75028,0.00000,0.00000,0.0,0.0,43.24,0,0
GoPie+,0,,0,0,0,0,1,1.25283,0.68135,0.00000,0.00000,0.0,0.0,47.89,0,0
GoPieHB,0,,0,0,0,0,1,1.41740,0.69037,0.00008,0.00017,0.0,0.0,42.33,0,0
